id;region_orden;comuna;comuna18;region;provincia;region_nom;region_nom_small;comuna_nom;region_capital;comuna_extrema;gran_santiago;gran_santiago_zonas
315;14;10301;10301;10;103;De Los Lagos;Los Lagos;Osorno;FALSE;0;FALSE;
316;14;10302;10302;10;103;De Los Lagos;Los Lagos;Puerto Octay;FALSE;0;FALSE;
317;14;10303;10303;10;103;De Los Lagos;Los Lagos;Purranque;FALSE;0;FALSE;
318;14;10304;10304;10;103;De Los Lagos;Los Lagos;Puyehue;FALSE;0;FALSE;
319;14;10305;10305;10;103;De Los Lagos;Los Lagos;Río Negro;FALSE;0;FALSE;
320;14;10306;10306;10;103;De Los Lagos;Los Lagos;San Juan de La Costa;FALSE;0;FALSE;
321;14;10307;10307;10;103;De Los Lagos;Los Lagos;San Pablo;FALSE;0;FALSE;
322;14;10401;10401;10;104;De Los Lagos;Los Lagos;Chaitén;FALSE;1;FALSE;
323;14;10402;10402;10;104;De Los Lagos;Los Lagos;Futaleufú;FALSE;1;FALSE;
324;14;10403;10403;10;104;De Los Lagos;Los Lagos;Hualaihué;FALSE;1;FALSE;
325;14;10404;10404;10;104;De Los Lagos;Los Lagos;Palena;FALSE;1;FALSE;
326;15;11101;11101;11;111;De Aysén del General Carlos Ibáñez del Campo;Aysén;Coyhaique;TRUE;0;FALSE;
327;15;11102;11102;11;111;De Aysén del General Carlos Ibáñez del Campo;Aysén;Lago Verde;FALSE;1;FALSE;
328;15;11201;11201;11;112;De Aysén del General Carlos Ibáñez del Campo;Aysén;Aysén;FALSE;0;FALSE;
329;15;11202;11202;11;112;De Aysén del General Carlos Ibáñez del Campo;Aysén;Cisnes;FALSE;0;FALSE;
330;15;11203;11203;11;112;De Aysén del General Carlos Ibáñez del Campo;Aysén;Guaitecas;FALSE;1;FALSE;
331;15;11301;11301;11;113;De Aysén del General Carlos Ibáñez del Campo;Aysén;Cochrane;FALSE;0;FALSE;
332;15;11302;11302;11;113;De Aysén del General Carlos Ibáñez del Campo;Aysén;O'Higgins;FALSE;1;FALSE;
333;15;11303;11303;11;113;De Aysén del General Carlos Ibáñez del Campo;Aysén;Tortel;FALSE;1;FALSE;
334;15;11401;11401;11;114;De Aysén del General Carlos Ibáñez del Campo;Aysén;Chile Chico;FALSE;2;FALSE;
335;15;11402;11402;11;114;De Aysén del General Carlos Ibáñez del Campo;Aysén;Río Ibáñez;FALSE;0;FALSE;
336;16;12101;12101;12;121;De Magallanes y Antártida Chilena;Magallanes;Punta Arenas;TRUE;0;FALSE;
337;16;12102;12102;12;121;De Magallanes y Antártida Chilena;Magallanes;Laguna Blanca;FALSE;1;FALSE;
338;16;12103;12103;12;121;De Magallanes y Antártida Chilena;Magallanes;Río Verde;FALSE;1;FALSE;
339;16;12104;12104;12;121;De Magallanes y Antártida Chilena;Magallanes;San Gregorio;FALSE;1;FALSE;
340;16;12201;12201;12;122;De Magallanes y Antártida Chilena;Magallanes;Cabo de Hornos;FALSE;1;FALSE;
341;16;12202;12202;12;122;De Magallanes y Antártida Chilena;Magallanes;Antártica;FALSE;1;FALSE;
342;16;12301;12301;12;123;De Magallanes y Antártida Chilena;Magallanes;Porvenir;FALSE;0;FALSE;
343;16;12302;12302;12;123;De Magallanes y Antártida Chilena;Magallanes;Primavera;FALSE;1;FALSE;
344;16;12303;12303;12;123;De Magallanes y Antártida Chilena;Magallanes;Timaukel;FALSE;1;FALSE;
345;16;12401;12401;12;124;De Magallanes y Antártida Chilena;Magallanes;Natales;FALSE;0;FALSE;
346;16;12402;12402;12;124;De Magallanes y Antártida Chilena;Magallanes;Torres del Paine;FALSE;1;FALSE;
